,Description,Location Description,Arrest,Domestic,beatnum,Language,housingcrowdedpct,belowpovertypct,adultnojobpct,adultnohighschoolpct,under18above64pct,incomepercapita,hardshipindex,Temperature,Snowfall,Severity
2808,90,0,0,0,5070,1,11.3,19.2,10.0,32.9,32.0,21323,53,48.7,52.7,0
948,17,5,1,0,3345,1,3.4,10.9,8.2,13.4,25.5,37524,17,51.5,57.9,1
14750,4,5,1,0,22849,1,2.6,8.8,11.3,19.3,38.1,26353,32,48.7,54.2,0
6739,33,27,1,0,10850,1,6.3,28.6,22.6,24.4,37.9,15957,73,48.7,54.2,1
19357,6,37,0,0,37845,1,1.1,16.9,20.8,13.7,42.6,19713,48,48.7,52.7,1
11289,4,52,1,0,16845,3,1.5,18.4,8.4,4.3,26.2,39056,14,48.7,54.2,0
6567,11,5,0,0,10850,1,6.3,28.6,22.6,24.4,37.9,15957,73,54.5,30.1,0
680,17,50,1,0,1336,1,3.8,24.0,8.9,11.8,22.2,35787,20,50.7,19.8,1
1650,8,6,0,0,3870,1,0.8,12.3,5.1,3.6,21.5,71551,2,50.7,19.8,0
5085,20,5,0,0,7470,1,14.8,33.9,17.3,35.4,38.0,13781,85,50.7,19.8,0
14818,19,73,1,0,22849,1,8.5,14.1,16.5,35.9,39.2,16134,67,48.7,54.2,0
1912,47,9,1,0,3870,1,1.9,12.9,7.0,2.5,22.6,88669,1,50.7,19.8,1
16505,17,5,1,0,28845,1,7.6,27.9,17.1,31.2,40.6,13231,80,54.5,30.1,1
4675,22,25,1,1,7470,1,3.2,16.8,8.2,14.8,26.2,31908,23,48.7,52.7,1
11768,33,0,1,0,18345,1,2.8,31.1,20.0,14.0,35.7,19398,55,48.7,54.2,1
9408,32,5,0,0,13845,1,15.2,30.7,15.8,54.8,33.8,10402,96,51.5,57.9,1
11281,17,9,0,0,16845,3,1.5,18.4,8.4,4.3,26.2,39056,14,54.5,30.1,1
13297,3,0,1,0,17070,1,2.1,11.5,20.0,11.0,44.0,28887,38,48.7,54.2,0
9660,4,5,1,0,12270,1,9.6,25.8,15.8,40.7,32.6,16444,76,50.7,19.8,0
7095,77,37,1,0,10850,1,6.3,28.6,22.6,24.4,37.9,15957,73,48.7,54.2,1
2163,4,5,1,0,3870,1,1.9,12.9,7.0,2.5,22.6,88669,1,50.7,19.8,0
4325,33,19,1,1,4701,1,3.2,16.8,8.2,14.8,26.2,31908,23,48.7,54.2,1
146,13,2,1,0,1336,1,7.7,23.6,8.7,18.2,27.5,23939,39,50.7,19.8,0
11098,6,5,1,0,16845,1,5.6,42.1,28.6,25.4,42.8,13785,88,51.5,57.9,1
4277,68,19,1,0,4701,1,6.0,15.3,9.2,24.7,31.0,20039,42,48.7,52.7,0
9179,22,25,1,1,13845,1,15.2,30.7,15.8,54.8,33.8,10402,96,48.7,52.7,1
10980,169,4,0,0,16845,1,2.4,21.7,15.7,11.3,35.4,35911,26,51.5,57.9,1
18325,3,25,1,0,21801,1,3.6,29.6,23.0,16.5,41.0,17285,66,48.7,54.2,0
1633,22,44,1,0,3870,1,0.8,12.3,5.1,3.6,21.5,71551,2,48.7,52.7,1
19884,25,4,0,0,37845,1,4.1,18.2,9.2,9.7,23.8,33385,19,48.7,54.2,0
9212,33,27,1,0,13845,1,15.2,30.7,15.8,54.8,33.8,10402,96,50.7,19.8,1
11381,87,4,0,0,16845,1,2.9,30.7,23.4,16.5,36.1,18672,58,51.5,57.9,0
5530,83,34,1,0,7470,1,2.3,14.7,6.6,12.9,21.7,43198,10,48.7,54.2,1
12852,68,0,1,0,17070,4,1.4,17.2,21.1,10.6,39.3,24454,41,48.7,52.7,0
5702,7,43,1,0,7470,1,2.3,14.7,6.6,12.9,21.7,43198,10,50.7,19.8,0
99,19,0,1,0,1336,1,7.7,23.6,8.7,18.2,27.5,23939,39,48.7,52.7,0
9958,25,4,0,0,12270,3,1.5,14.7,5.7,3.1,13.5,65526,3,54.5,30.1,0
6800,19,25,1,0,10850,1,6.3,28.6,22.6,24.4,37.9,15957,73,48.7,52.7,0
16036,7,5,1,0,21870,1,5.8,14.9,9.6,33.6,39.6,16907,56,48.7,54.2,0
15160,19,0,1,0,15501,3,4.5,18.9,13.7,22.2,31.3,22694,43,50.7,19.8,0
12869,212,0,1,0,17070,1,4.7,29.8,19.7,26.6,41.1,16579,75,54.5,30.1,0
13756,6,27,1,1,13701,1,2.5,19.8,20.3,16.9,41.2,17949,52,51.5,57.9,1
11861,7,5,1,0,18345,1,2.8,31.1,20.0,14.0,35.7,19398,55,50.7,19.8,0
5198,12,4,1,0,7470,1,14.8,33.9,17.3,35.4,38.0,13781,85,48.7,54.2,1
2368,33,27,1,0,3870,1,1.9,12.9,7.0,2.5,22.6,88669,1,48.7,54.2,1
16136,17,5,1,0,21870,1,7.6,27.9,17.1,31.2,40.6,13231,80,51.5,57.9,1
5222,12,43,1,0,7470,1,14.8,33.9,17.3,35.4,38.0,13781,85,50.7,19.8,1
9834,49,4,0,0,12270,3,1.5,14.7,5.7,3.1,13.5,65526,3,54.5,30.1,0
4703,7,5,1,0,7470,1,3.2,16.8,8.2,14.8,26.2,31908,23,54.5,30.1,0
13427,7,5,1,0,13701,1,2.5,19.8,20.3,16.9,41.2,17949,52,51.5,57.9,0
5922,47,34,1,0,10850,1,2.3,14.7,6.6,12.9,21.7,43198,10,54.5,30.1,1
5415,47,27,1,0,7470,1,2.3,14.7,6.6,12.9,21.7,43198,10,54.5,30.1,1
5400,49,5,0,0,7470,1,2.3,14.7,6.6,12.9,21.7,43198,10,48.7,54.2,0
15013,28,4,1,0,15501,1,14.4,23.6,13.9,45.1,39.3,13089,84,48.7,52.7,0
14989,22,25,0,1,15501,1,14.4,23.6,13.9,45.1,39.3,13089,84,50.7,19.8,1
17584,34,27,1,1,20001,1,3.8,46.6,28.0,28.5,42.5,11888,94,50.7,19.8,0
5337,74,5,1,0,7470,1,14.8,33.9,17.3,35.4,38.0,13781,85,48.7,52.7,0
16459,11,3,1,0,28845,1,7.6,27.9,17.1,31.2,40.6,13231,80,54.5,30.1,0
6012,38,4,1,0,10850,1,6.3,28.6,22.6,24.4,37.9,15957,73,50.7,19.8,1
7355,6,4,0,0,12345,1,9.4,41.7,25.8,24.5,43.6,10934,92,50.7,19.8,1
4175,33,19,1,0,4701,1,6.0,15.3,9.2,24.7,31.0,20039,42,48.7,52.7,1
10909,5,27,1,0,16845,1,2.4,21.7,15.7,11.3,35.4,35911,26,51.5,57.9,0
5990,58,9,1,0,10850,1,6.3,28.6,22.6,24.4,37.9,15957,73,54.5,30.1,1
9981,68,8,1,0,12270,3,1.5,14.7,5.7,3.1,13.5,65526,3,48.7,54.2,0
17401,68,25,1,0,18201,1,3.8,46.6,28.0,28.5,42.5,11888,94,48.7,52.7,0
19497,6,4,1,0,37845,1,1.0,3.4,8.7,4.3,36.8,34381,16,54.5,30.1,1
19414,11,5,1,0,37845,1,1.1,16.9,20.8,13.7,42.6,19713,48,50.7,19.8,0
19872,20,5,0,0,37845,1,4.1,18.2,9.2,9.7,23.8,33385,19,48.7,52.7,0
7791,16,27,1,1,12345,1,8.2,42.4,19.6,21.3,43.2,12961,83,51.5,57.9,0
16112,33,12,1,0,21870,1,5.8,14.9,9.6,33.6,39.6,16907,56,50.7,19.8,1
11918,7,5,1,0,18345,1,2.8,31.1,20.0,14.0,35.7,19398,55,54.5,30.1,0
18892,6,5,1,0,37845,1,4.0,27.6,28.3,18.5,41.9,15528,74,48.7,54.2,1
14322,31,15,1,0,22849,1,3.3,25.9,19.4,20.5,42.1,16563,62,51.5,57.9,0
2254,68,25,1,0,3870,1,1.9,12.9,7.0,2.5,22.6,88669,1,54.5,30.1,0
1785,22,25,1,1,3870,1,0.8,12.3,5.1,3.6,21.5,71551,2,50.7,19.8,1
7044,8,43,1,0,10850,1,6.3,28.6,22.6,24.4,37.9,15957,73,50.7,19.8,0
13565,22,25,1,1,13701,1,2.5,19.8,20.3,16.9,41.2,17949,52,48.7,54.2,1
4042,33,0,1,0,4701,1,6.9,20.5,13.1,41.6,36.4,15089,71,48.7,54.2,1
1205,34,25,1,1,3345,1,1.1,11.4,4.7,2.6,17.0,60058,5,48.7,52.7,0
14062,17,5,1,0,13701,1,4.0,29.2,16.3,21.0,39.5,14685,65,54.5,30.1,1
3205,20,27,0,0,5070,1,6.3,13.1,10.0,22.4,31.6,27249,34,48.7,52.7,0
136,39,30,0,0,1336,1,7.7,23.6,8.7,18.2,27.5,23939,39,48.7,54.2,0
3021,49,5,0,0,5070,1,4.1,11.6,12.6,19.3,34.0,24336,35,48.7,52.7,0
12884,6,14,1,0,17070,1,4.7,29.8,19.7,26.6,41.1,16579,75,48.7,54.2,1
5698,4,5,1,0,7470,1,2.3,14.7,6.6,12.9,21.7,43198,10,48.7,54.2,0
11765,68,25,1,0,18345,1,2.8,31.1,20.0,14.0,35.7,19398,55,54.5,30.1,0
7572,77,37,1,0,12345,1,9.4,41.7,25.8,24.5,43.6,10934,92,48.7,54.2,1
14114,68,25,1,0,13701,1,6.8,19.2,12.1,31.9,42.8,17104,64,48.7,54.2,0
19499,22,25,1,1,37845,1,1.0,3.4,8.7,4.3,36.8,34381,16,48.7,54.2,1
6848,22,25,1,1,10850,1,6.3,28.6,22.6,24.4,37.9,15957,73,48.7,52.7,1
1467,9,25,1,0,3345,1,1.1,11.4,4.7,2.6,17.0,60058,5,51.5,57.9,0
479,19,12,1,0,1336,1,7.8,17.2,8.8,20.8,38.5,23040,46,48.7,54.2,0
17016,11,5,1,0,28845,1,4.8,34.4,35.9,26.3,40.7,11317,89,54.5,30.1,0
6329,8,43,1,0,10850,1,6.3,28.6,22.6,24.4,37.9,15957,73,51.5,57.9,0
2641,6,4,1,0,5070,2,1.1,7.5,6.8,4.9,40.5,44164,11,48.7,52.7,1
15278,145,4,0,0,15501,1,11.9,29.0,23.0,41.5,38.9,12765,91,48.7,52.7,0
13047,49,5,0,0,17070,1,4.7,29.8,19.7,26.6,41.1,16579,75,48.7,54.2,0
874,7,5,1,0,3345,1,3.4,10.9,8.2,13.4,25.5,37524,17,51.5,57.9,0
460,59,4,1,0,1336,1,7.8,17.2,8.8,20.8,38.5,23040,46,51.5,57.9,1
4854,8,36,1,0,7470,1,14.8,33.9,17.3,35.4,38.0,13781,85,48.7,52.7,0
10820,33,0,1,0,16845,1,3.3,29.3,24.3,15.9,39.5,23472,57,50.7,19.8,1
4351,51,27,1,1,4701,1,3.2,16.8,8.2,14.8,26.2,31908,23,48.7,54.2,1
18041,202,5,0,0,20001,1,3.6,29.6,23.0,16.5,41.0,17285,66,50.7,19.8,0
10646,11,5,1,0,16845,1,3.3,29.3,24.3,15.9,39.5,23472,57,48.7,52.7,0
17215,17,5,1,0,28845,1,4.8,34.4,35.9,26.3,40.7,11317,89,51.5,57.9,1
1939,8,6,1,0,3870,1,1.9,12.9,7.0,2.5,22.6,88669,1,51.5,57.9,0
6282,22,5,0,1,10850,1,6.3,28.6,22.6,24.4,37.9,15957,73,51.5,57.9,1
17362,19,19,1,0,18201,1,3.8,46.6,28.0,28.5,42.5,11888,94,48.7,52.7,0
6424,1,30,0,0,10850,1,6.3,28.6,22.6,24.4,37.9,15957,73,54.5,30.1,1
8506,33,27,1,0,12345,1,3.8,20.6,10.7,9.6,22.2,44689,15,48.7,54.2,1
11446,59,27,1,1,16845,1,2.9,30.7,23.4,16.5,36.1,18672,58,50.7,19.8,1
3619,7,5,1,0,5070,1,10.8,18.7,14.6,37.3,37.3,15461,70,50.7,19.8,0
18071,47,55,1,0,20001,1,3.6,29.6,23.0,16.5,41.0,17285,66,51.5,57.9,1
3963,18,5,1,0,4701,1,6.9,20.5,13.1,41.6,36.4,15089,71,48.7,52.7,0
19658,22,25,1,1,37845,1,0.8,13.2,15.0,10.8,40.3,27149,30,48.7,54.2,1
574,5,0,1,0,1336,1,3.8,24.0,8.9,11.8,22.2,35787,20,51.5,57.9,0
1004,33,12,1,0,3345,1,0.3,7.5,5.2,4.5,26.2,57123,6,48.7,54.2,1
13610,22,25,1,1,13701,1,2.5,19.8,20.3,16.9,41.2,17949,52,54.5,30.1,1
12111,41,5,1,0,18345,1,2.8,31.1,20.0,14.0,35.7,19398,55,48.7,54.2,0
18289,6,5,1,0,21801,1,3.6,29.6,23.0,16.5,41.0,17285,66,50.7,19.8,1
270,13,17,1,0,1336,1,7.7,23.6,8.7,18.2,27.5,23939,39,51.5,57.9,0
5770,22,25,0,1,7470,1,2.3,14.7,6.6,12.9,21.7,43198,10,51.5,57.9,1
335,4,5,1,0,1336,1,7.8,17.2,8.8,20.8,38.5,23040,46,48.7,54.2,0
10315,8,6,1,0,12270,3,5.7,40.1,16.7,34.5,38.3,16148,82,54.5,30.1,0
19756,12,4,0,0,37845,2,3.6,15.4,7.1,10.9,30.3,25828,24,51.5,57.9,1
3130,49,5,0,0,5070,1,4.1,11.6,12.6,19.3,34.0,24336,35,50.7,19.8,0
12370,17,5,1,0,18345,1,3.3,27.8,24.0,14.5,40.3,18881,60,48.7,52.7,1
9627,17,52,1,0,12270,1,9.6,25.8,15.8,40.7,32.6,16444,76,51.5,57.9,1
9667,6,4,1,0,12270,1,9.6,25.8,15.8,40.7,32.6,16444,76,54.5,30.1,1
5196,6,4,1,1,7470,1,14.8,33.9,17.3,35.4,38.0,13781,85,54.5,30.1,1
19400,6,4,1,0,37845,1,1.1,16.9,20.8,13.7,42.6,19713,48,50.7,19.8,1
18868,4,25,1,0,37845,1,4.0,27.6,28.3,18.5,41.9,15528,74,50.7,19.8,0
15997,8,1,1,0,21870,1,5.8,14.9,9.6,33.6,39.6,16907,56,50.7,19.8,0
914,68,25,1,0,3345,1,3.4,10.9,8.2,13.4,25.5,37524,17,51.5,57.9,0
4441,68,27,1,0,4701,1,3.2,16.8,8.2,14.8,26.2,31908,23,54.5,30.1,0
8695,166,5,1,0,13845,1,7.4,43.1,21.2,27.6,42.7,12034,87,48.7,52.7,0
15856,6,16,1,0,21870,1,15.8,23.4,18.2,51.5,38.8,12171,93,54.5,30.1,1
10856,49,5,0,0,16845,1,3.3,29.3,24.3,15.9,39.5,23472,57,48.7,52.7,0
15226,68,27,1,0,15501,3,4.5,18.9,13.7,22.2,31.3,22694,43,51.5,57.9,0
1938,6,25,1,0,3870,1,1.9,12.9,7.0,2.5,22.6,88669,1,51.5,57.9,1
6059,33,27,1,0,10850,1,6.3,28.6,22.6,24.4,37.9,15957,73,51.5,57.9,1
2540,49,5,0,0,3870,2,2.0,5.4,9.0,11.5,39.5,32875,21,50.7,19.8,0
1052,34,0,1,0,3345,1,0.3,7.5,5.2,4.5,26.2,57123,6,48.7,54.2,0
12461,49,4,0,0,18345,1,3.3,27.8,24.0,14.5,40.3,18881,60,54.5,30.1,0
12778,13,13,1,0,17070,4,1.4,17.2,21.1,10.6,39.3,24454,41,51.5,57.9,0
10199,22,12,1,0,12270,3,1.3,13.8,4.9,7.4,21.8,59077,7,50.7,19.8,1
15386,4,27,1,0,15501,1,11.9,29.0,23.0,41.5,38.9,12765,91,51.5,57.9,0
10123,49,5,0,0,12270,3,1.5,14.7,5.7,3.1,13.5,65526,3,54.5,30.1,0
2740,30,12,1,0,5070,1,11.3,19.2,10.0,32.9,32.0,21323,53,50.7,19.8,0
16477,7,5,1,0,28845,1,7.6,27.9,17.1,31.2,40.6,13231,80,48.7,52.7,0
10058,68,25,1,0,12270,3,1.5,14.7,5.7,3.1,13.5,65526,3,51.5,57.9,0
4001,49,4,0,0,4701,1,6.9,20.5,13.1,41.6,36.4,15089,71,51.5,57.9,0
3114,33,19,1,0,5070,1,4.1,11.6,12.6,19.3,34.0,24336,35,54.5,30.1,1
18333,6,1,1,0,21801,1,3.6,29.6,23.0,16.5,41.0,17285,66,48.7,52.7,1
13596,34,27,1,1,13701,1,2.5,19.8,20.3,16.9,41.2,17949,52,50.7,19.8,0
3057,49,23,0,0,5070,1,4.1,11.6,12.6,19.3,34.0,24336,35,50.7,19.8,0
9197,46,4,1,0,13845,1,15.2,30.7,15.8,54.8,33.8,10402,96,48.7,54.2,1
6542,6,5,1,0,10850,1,6.3,28.6,22.6,24.4,37.9,15957,73,48.7,54.2,1
1682,22,25,1,1,3870,1,0.8,12.3,5.1,3.6,21.5,71551,2,48.7,54.2,1
14932,68,45,1,0,15501,1,14.4,23.6,13.9,45.1,39.3,13089,84,48.7,52.7,0
10073,52,4,1,0,12270,3,1.5,14.7,5.7,3.1,13.5,65526,3,48.7,52.7,1
1039,19,27,1,0,3345,1,0.3,7.5,5.2,4.5,26.2,57123,6,51.5,57.9,0
7614,4,65,1,0,12345,1,9.4,41.7,25.8,24.5,43.6,10934,92,51.5,57.9,0
9352,107,44,1,0,13845,1,15.2,30.7,15.8,54.8,33.8,10402,96,51.5,57.9,1
2278,7,5,1,0,3870,1,1.9,12.9,7.0,2.5,22.6,88669,1,48.7,52.7,0
17639,81,4,0,0,20001,1,3.8,46.6,28.0,28.5,42.5,11888,94,48.7,54.2,0
11254,81,27,0,0,16845,3,1.5,18.4,8.4,4.3,26.2,39056,14,48.7,54.2,0
15018,3,25,1,0,15501,1,14.4,23.6,13.9,45.1,39.3,13089,84,54.5,30.1,0
9786,33,64,1,0,12270,3,1.5,14.7,5.7,3.1,13.5,65526,3,48.7,54.2,1
14218,7,27,1,1,13701,1,3.3,25.9,19.4,20.5,42.1,16563,62,48.7,54.2,0
12638,22,25,0,1,17070,1,3.3,27.8,24.0,14.5,40.3,18881,60,50.7,19.8,1
4671,74,3,1,0,7470,1,3.2,16.8,8.2,14.8,26.2,31908,23,48.7,52.7,0
634,46,5,1,0,1336,1,3.8,24.0,8.9,11.8,22.2,35787,20,54.5,30.1,1
9673,33,27,1,0,12270,1,9.6,25.8,15.8,40.7,32.6,16444,76,54.5,30.1,1
10290,6,27,1,0,12270,3,5.7,40.1,16.7,34.5,38.3,16148,82,54.5,30.1,1
5061,33,25,1,0,7470,1,14.8,33.9,17.3,35.4,38.0,13781,85,48.7,54.2,1
1632,110,5,0,0,3870,1,0.8,12.3,5.1,3.6,21.5,71551,2,51.5,57.9,0
1381,68,25,1,0,3345,1,1.1,11.4,4.7,2.6,17.0,60058,5,50.7,19.8,0
9671,68,14,1,0,12270,1,9.6,25.8,15.8,40.7,32.6,16444,76,51.5,57.9,0
17021,26,28,1,0,28845,1,4.8,34.4,35.9,26.3,40.7,11317,89,50.7,19.8,0
16066,6,5,1,0,21870,1,5.8,14.9,9.6,33.6,39.6,16907,56,54.5,30.1,1
4951,20,5,0,0,7470,1,14.8,33.9,17.3,35.4,38.0,13781,85,48.7,52.7,0
2411,22,4,1,1,3870,1,1.9,12.9,7.0,2.5,22.6,88669,1,48.7,52.7,1
6401,19,27,1,0,10850,1,6.3,28.6,22.6,24.4,37.9,15957,73,48.7,54.2,0
8670,49,4,0,0,13845,1,7.4,43.1,21.2,27.6,42.7,12034,87,51.5,57.9,0
18802,6,27,0,0,37845,1,4.0,27.6,28.3,18.5,41.9,15528,74,48.7,54.2,1
18627,87,25,0,0,21801,1,4.0,27.6,28.3,18.5,41.9,15528,74,54.5,30.1,0
17861,60,27,1,1,20001,1,3.8,46.6,28.0,28.5,42.5,11888,94,51.5,57.9,1
5482,11,5,1,0,7470,1,2.3,14.7,6.6,12.9,21.7,43198,10,54.5,30.1,0
1392,6,4,1,0,3345,1,1.1,11.4,4.7,2.6,17.0,60058,5,48.7,52.7,1
977,20,4,0,0,3345,1,0.3,7.5,5.2,4.5,26.2,57123,6,51.5,57.9,0
16589,64,25,1,0,28845,1,7.6,27.9,17.1,31.2,40.6,13231,80,54.5,30.1,0
14992,31,27,1,1,15501,1,14.4,23.6,13.9,45.1,39.3,13089,84,50.7,19.8,0
1092,6,27,1,0,3345,1,1.1,11.4,4.7,2.6,17.0,60058,5,48.7,52.7,1
16954,6,5,1,0,28845,1,4.8,34.4,35.9,26.3,40.7,11317,89,48.7,52.7,1
7890,31,0,0,1,12345,1,8.2,42.4,19.6,21.3,43.2,12961,83,51.5,57.9,0
12366,68,27,1,0,18345,1,3.3,27.8,24.0,14.5,40.3,18881,60,54.5,30.1,0
1810,32,34,0,0,3870,1,1.9,12.9,7.0,2.5,22.6,88669,1,48.7,54.2,1
14590,19,15,1,0,22849,1,5.8,56.5,34.6,27.5,51.5,8201,98,48.7,52.7,0
5020,19,0,1,0,7470,1,14.8,33.9,17.3,35.4,38.0,13781,85,48.7,54.2,0
7847,85,27,1,0,12345,1,8.2,42.4,19.6,21.3,43.2,12961,83,48.7,54.2,0
3590,33,27,1,0,5070,1,10.8,18.7,14.6,37.3,37.3,15461,70,54.5,30.1,1
14895,146,73,1,0,22849,1,14.4,23.6,13.9,45.1,39.3,13089,84,51.5,57.9,0
13770,46,4,1,0,13701,1,2.5,19.8,20.3,16.9,41.2,17949,52,48.7,52.7,1
17204,68,25,1,0,28845,1,4.8,34.4,35.9,26.3,40.7,11317,89,48.7,54.2,0
19522,12,4,1,0,37845,1,0.8,13.2,15.0,10.8,40.3,27149,30,48.7,54.2,1
17789,49,4,0,0,20001,1,3.8,46.6,28.0,28.5,42.5,11888,94,48.7,54.2,0
351,54,38,0,0,1336,1,7.8,17.2,8.8,20.8,38.5,23040,46,50.7,19.8,0
16520,49,4,0,0,28845,1,7.6,27.9,17.1,31.2,40.6,13231,80,48.7,54.2,0
15204,6,34,0,0,15501,3,4.5,18.9,13.7,22.2,31.3,22694,43,48.7,54.2,1
306,19,15,1,0,1336,1,7.7,23.6,8.7,18.2,27.5,23939,39,48.7,54.2,0
17384,6,53,1,0,18201,1,3.8,46.6,28.0,28.5,42.5,11888,94,48.7,52.7,1
12378,43,48,1,0,18345,1,3.3,27.8,24.0,14.5,40.3,18881,60,51.5,57.9,0
8075,21,12,0,0,12345,1,3.8,20.6,10.7,9.6,22.2,44689,15,51.5,57.9,0
18903,8,23,0,0,37845,1,4.0,27.6,28.3,18.5,41.9,15528,74,51.5,57.9,0
16389,21,27,1,0,28845,1,7.6,27.9,17.1,31.2,40.6,13231,80,48.7,54.2,0
15664,19,23,1,0,21870,1,11.1,15.6,16.7,37.0,37.7,15754,69,54.5,30.1,0
4686,29,27,1,0,7470,1,3.2,16.8,8.2,14.8,26.2,31908,23,50.7,19.8,0
8383,34,25,1,1,12345,1,3.8,20.6,10.7,9.6,22.2,44689,15,48.7,52.7,0
1152,3,25,1,0,3345,1,1.1,11.4,4.7,2.6,17.0,60058,5,50.7,19.8,0
14325,6,27,1,0,22849,1,3.3,25.9,19.4,20.5,42.1,16563,62,50.7,19.8,1
12032,8,6,0,0,18345,1,2.8,31.1,20.0,14.0,35.7,19398,55,54.5,30.1,0
1826,17,5,1,0,3870,1,1.9,12.9,7.0,2.5,22.6,88669,1,54.5,30.1,1
12866,11,56,1,0,17070,1,4.7,29.8,19.7,26.6,41.1,16579,75,51.5,57.9,0
11879,17,5,1,0,18345,1,2.8,31.1,20.0,14.0,35.7,19398,55,50.7,19.8,1
19494,6,34,1,0,37845,1,1.0,3.4,8.7,4.3,36.8,34381,16,54.5,30.1,1
16405,46,9,1,0,28845,1,7.6,27.9,17.1,31.2,40.6,13231,80,50.7,19.8,1
1749,49,22,0,0,3870,1,0.8,12.3,5.1,3.6,21.5,71551,2,54.5,30.1,0
6650,49,4,0,0,10850,1,6.3,28.6,22.6,24.4,37.9,15957,73,48.7,54.2,0
9756,65,4,0,0,12270,3,1.5,14.7,5.7,3.1,13.5,65526,3,51.5,57.9,0
4542,61,50,0,0,4701,1,3.2,16.8,8.2,14.8,26.2,31908,23,48.7,54.2,0
8010,68,25,0,0,12345,1,8.2,42.4,19.6,21.3,43.2,12961,83,48.7,52.7,0
17237,3,27,1,0,18201,1,4.8,34.4,35.9,26.3,40.7,11317,89,48.7,54.2,0
10615,11,5,1,0,16845,1,3.2,51.2,33.9,26.6,44.9,10432,97,48.7,54.2,0
10695,62,5,0,0,16845,1,3.3,29.3,24.3,15.9,39.5,23472,57,54.5,30.1,0
6331,7,5,1,0,10850,1,6.3,28.6,22.6,24.4,37.9,15957,73,51.5,57.9,0
5468,6,34,1,0,7470,1,2.3,14.7,6.6,12.9,21.7,43198,10,50.7,19.8,1
15847,36,4,1,0,21870,1,15.8,23.4,18.2,51.5,38.8,12171,93,50.7,19.8,0
6889,49,5,0,0,10850,1,6.3,28.6,22.6,24.4,37.9,15957,73,51.5,57.9,0
13904,8,23,1,0,13701,1,1.5,21.6,22.8,13.1,38.6,20588,51,48.7,52.7,0
6207,68,19,1,0,10850,1,6.3,28.6,22.6,24.4,37.9,15957,73,54.5,30.1,0
2797,68,27,1,0,5070,1,11.3,19.2,10.0,32.9,32.0,21323,53,50.7,19.8,0
18798,21,0,1,0,37845,1,4.0,27.6,28.3,18.5,41.9,15528,74,54.5,30.1,0
4722,6,43,0,0,7470,1,3.2,16.8,8.2,14.8,26.2,31908,23,50.7,19.8,1
15017,8,39,0,0,15501,1,14.4,23.6,13.9,45.1,39.3,13089,84,50.7,19.8,0
14236,33,27,1,0,13701,1,3.3,25.9,19.4,20.5,42.1,16563,62,48.7,52.7,1
9440,68,15,1,0,13845,1,15.2,30.7,15.8,54.8,33.8,10402,96,50.7,19.8,0
213,19,33,1,0,1336,1,7.7,23.6,8.7,18.2,27.5,23939,39,54.5,30.1,0
14189,6,5,1,0,13701,1,6.8,19.2,12.1,31.9,42.8,17104,64,48.7,52.7,1
1966,33,55,1,0,3870,1,1.9,12.9,7.0,2.5,22.6,88669,1,54.5,30.1,1
16604,22,27,1,0,28845,1,7.6,27.9,17.1,31.2,40.6,13231,80,48.7,54.2,1
8124,6,4,1,0,12345,1,3.8,20.6,10.7,9.6,22.2,44689,15,51.5,57.9,1
12430,4,3,1,0,18345,1,3.3,27.8,24.0,14.5,40.3,18881,60,51.5,57.9,0
16549,4,29,1,0,28845,1,7.6,27.9,17.1,31.2,40.6,13231,80,54.5,30.1,0
2276,7,19,1,0,3870,1,1.9,12.9,7.0,2.5,22.6,88669,1,48.7,54.2,0
7973,6,5,1,1,12345,1,8.2,42.4,19.6,21.3,43.2,12961,83,48.7,54.2,1
5028,20,5,0,0,7470,1,14.8,33.9,17.3,35.4,38.0,13781,85,48.7,54.2,0
3734,157,27,1,0,5070,1,10.8,18.7,14.6,37.3,37.3,15461,70,48.7,54.2,1
5704,6,37,1,0,7470,1,2.3,14.7,6.6,12.9,21.7,43198,10,51.5,57.9,1
19680,37,4,0,1,37845,1,0.8,13.2,15.0,10.8,40.3,27149,30,54.5,30.1,1
3798,7,25,1,0,4701,1,10.8,18.7,14.6,37.3,37.3,15461,70,51.5,57.9,0
2059,17,5,1,0,3870,1,1.9,12.9,7.0,2.5,22.6,88669,1,48.7,54.2,1
16070,19,27,1,0,21870,1,5.8,14.9,9.6,33.6,39.6,16907,56,48.7,54.2,0
14232,3,25,1,1,13701,1,3.3,25.9,19.4,20.5,42.1,16563,62,51.5,57.9,0
16884,20,5,0,0,28845,1,4.8,34.4,35.9,26.3,40.7,11317,89,54.5,30.1,0
5123,49,4,0,0,7470,1,14.8,33.9,17.3,35.4,38.0,13781,85,54.5,30.1,0
19339,4,27,1,0,37845,1,1.1,16.9,20.8,13.7,42.6,19713,48,51.5,57.9,0
8470,3,25,1,0,12345,1,3.8,20.6,10.7,9.6,22.2,44689,15,54.5,30.1,0
15003,37,54,0,0,15501,1,14.4,23.6,13.9,45.1,39.3,13089,84,48.7,52.7,1
5686,22,4,1,1,7470,1,2.3,14.7,6.6,12.9,21.7,43198,10,48.7,52.7,1
1303,33,25,1,0,3345,1,1.1,11.4,4.7,2.6,17.0,60058,5,48.7,54.2,1
7662,46,19,1,0,12345,1,8.2,42.4,19.6,21.3,43.2,12961,83,51.5,57.9,1
